Respondent,FormalEducation,EducationAfterEighthGrade,UndergradMajor,CompanySize,YearsCoding,JobSatisfaction,JobSatisfactionNum,LanguageWorkedWith,DatabaseWorkedWith,FrameworkWorkedWith,IDE,NumberMonitors,Methodology,EthicsChoice,StackOverflowVisit,StackOverflowVisit,WakeTime,HoursComputer,SkipMealsWeek,ExerciseWeek,Gender,RaceEthnicity,Age, Salary 
83361,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",17,9,Extremely dissatisfied,0,CoffeeScript;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS,MongoDB;Redis;SQL Server;MySQL;PostgreSQL,Angular;Django;Node.js;React,Emacs,2,Agile;Pair programming;Scrum,No,A few times per week,146,5,6,0,1,Male,White or of European descent,54,190000
1190,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",4976,12,Extremely satisfied,5,C#;JavaScript;Swift;HTML;CSS,Redis;SQL Server;MySQL,Node.js;React,Sublime Text;Visual Studio;Visual Studio Code;Xcode,2,Agile;Extreme programming (XP);Kanban;Mob programming;Lean;Pair programming;Scrum,No,A few times per week,97,5,6,0,7,Female,White or of European descent,37,104300
92993,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",1,12,Extremely satisfied,5,C;C++;Java;JavaScript;Scala;SQL;Bash/Shell,MariaDB,Angular;Spring,IntelliJ;PyCharm;Vim,2,Agile;Extreme programming (XP);Kanban;Pair programming;Scrum,No,A few times per week,82,5,6,7,0,Male,White or of European descent,43,125000
11864,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",17376,15,Extremely satisfied,5,C;C++;C#;Java;JavaScript;Lua;Matlab;Objective-C;Python;HTML;CSS;Bash/Shell,Apache HBase;Apache Hive,.NET Core;Hadoop;Xamarin,Eclipse;Notepad++;Vim;Visual Studio;Xcode,2,Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Pair programming;Scrum,No,A few times per week,99,5,6,0,7,Male,White or of European descent,42,90000
47557,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",5,15,Extremely satisfied,5,JavaScript;PHP;SQL,Cassandra;Amazon DynamoDB;Amazon RDS/Aurora;Elasticsearch,Angular;Node.js,Sublime Text;Vim,2,Agile;Kanban,No,A few times per week,146,5,6,0,5,Male,White or of European descent,41,110000
85510,Some college/university study without earning a degree,5,"A humanities discipline (ex. literature, history, philosophy)",2159,18,Extremely satisfied,5,C#;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server,.NET Core,Sublime Text;Visual Studio,2,Agile;Scrum,No,A few times per week,114,5,6,2,2,Male,Hispanic or Latino/Latina,46,102000
83172,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",97,18,Extremely satisfied,5,C#;F#;JavaScript;SQL;Swift;TypeScript;HTML;CSS;Bash/Shell,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core;Node.js,Notepad++;Vim;Visual Studio;Visual Studio Code;Xcode,2,Agile;Evidence-based software engineering;Extreme programming (XP);Kanban;Mob programming;Lean;Pair programming;Scrum,No,A few times per week,127,5,6,0,0,Male,White or of European descent,55,75653
101014,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Fine arts or performing arts (ex. graphic design, music, studio art)",633,18,Extremely satisfied,5,JavaScript;PHP;HTML;CSS,MySQL,NA,Notepad++,2,Kanban,No,A few times per week,93,5,6,0,6,Male,White or of European descent,29,70001
46200,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",4833,30,Extremely satisfied,5,Java;JavaScript;HTML;CSS,NA,NA,Eclipse,2,Agile,No,A few times per week,88,5,6,2,5,Male,White or of European descent,38,99000
51344,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",248,30,Extremely satisfied,5,C#;SQL;Bash/Shell,SQL Server;MySQL;SQLite,.NET Core;Xamarin,Visual Studio;Visual Studio Code;Xcode,2,NA,No,A few times per week,141,5,6,4,0,Male,White or of European descent,43,83200
82039,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,NA,392,30,Extremely satisfied,5,Objective-C;Swift,NA,NA,Xcode,2,Agile;Scrum,No,A few times per week,74,5,6,4,7,Male,White or of European descent,35,52000
100281,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",384,30,Extremely satisfied,5,C#;JavaScript,MySQL,Angular;.NET Core,Notepad++;Visual Studio,2,Agile;Pair programming;Scrum,Depends on what it is,A few times per week,65,5,6,0,2,Male,White or of European descent,41,82500
66769,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",5434,3,Extremely satisfied,5,Java;JavaScript;SQL;CSS,MySQL;PostgreSQL;Elasticsearch,Angular;Spring,Eclipse;IntelliJ,2,Agile;Evidence-based software engineering,Depends on what it is,A few times per week,110,5,6,0,7,Male,Middle Eastern,52,86000
101515,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",18295,6,Extremely satisfied,5,C#;CoffeeScript;Go;Java;JavaScript;Ruby;SQL,Redis;SQL Server,Angular;.NET Core;React;Cordova;Spring,Android Studio;Notepad++;RubyMine;Visual Studio;Visual Studio Code,2,Agile;Mob programming;Pair programming;Scrum,No,A few times per week,88,5,6,0,0,Male,Middle Eastern;White or of European descent,49,202000
55460,Associate degree,6,"Computer science, computer engineering, or software engineering",271,6,Extremely satisfied,5,Go;JavaScript;PHP;Python;Rust;HTML;CSS;Bash/Shell,SQLite;MariaDB,Django;Node.js;React,IntelliJ;PyCharm;Sublime Text;Visual Studio Code,2,Agile;Kanban;Pair programming;Scrum,Depends on what it is,A few times per week,117,5,6,2,0,Male,NA,64,150000
87088,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,Mathematics or statistics,3721,9,Extremely satisfied,5,C#;Julia;R,NA,NA,IPython / Jupyter;Notepad++;RStudio;Vim;Visual Studio,2,NA,No,A few times per week,129,5,6,0,4,Male,Hispanic or Latino/Latina;White or of European descent,30,71500
76212,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,"A natural science (ex. biology, chemistry, physics)",156,9,Extremely satisfied,5,R,MongoDB;SQL Server;MySQL,Node.js,Emacs;RStudio,2,Agile,No,A few times per week,54,5,6,2,4,Male,White or of European descent,30,84000
57764,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A natural science (ex. biology, chemistry, physics)",233,12,Moderately dissatisfied,1,CoffeeScript;JavaScript;Ruby;Rust;Bash/Shell,Redis;PostgreSQL;Elasticsearch,NA,Vim,2,Agile,No,A few times per week,77,5,6,0,7,Male,White or of European descent,38,125000
37511,"Professional degree (JD, MD, etc.)",11,"A business discipline (ex. accounting, finance, marketing)",3201,18,Moderately dissatisfied,1,CoffeeScript;JavaScript;SQL;HTML;CSS,MySQL;Google Cloud Storage,Node.js;Cordova,Android Studio;Atom,2,NA,No,A few times per week,61,5,6,2,7,Male,White or of European descent,40,100000
9340,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A humanities discipline (ex. literature, history, philosophy)",3180,21,Moderately dissatisfied,1,C#;JavaScript;VB.NET;Visual Basic 6;HTML;CSS,SQL Server,.NET Core,Visual Studio,2,NA,No,A few times per week,79,5,6,2,2,Male,Black or of African descent;Hispanic or Latino/Latina;White or of European descent,35,78000
49299,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",301,21,Moderately dissatisfied,1,C#;Java;JavaScript;Python;SQL;VB.NET;HTML;CSS,SQL Server,Angular;.NET Core;Node.js;React;Xamarin,Visual Studio;Visual Studio Code,2,Agile;Extreme programming (XP);Kanban;Scrum,Depends on what it is,A few times per week,128,5,6,0,7,Male,White or of European descent,60,130000
6541,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",827,3,Moderately dissatisfied,1,JavaScript;Python;SQL;HTML;CSS,MongoDB;SQL Server;MySQL,Node.js;React,Atom;IntelliJ;PyCharm;Visual Studio;Visual Studio Code,2,Agile;Scrum,Depends on what it is,A few times per week,101,5,6,0,0,Male,White or of European descent,52,95000
72343,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",166,6,Moderately dissatisfied,1,Java;PHP;Python;SQL;HTML;CSS,MySQL,Spring,Emacs;IntelliJ,2,Agile;Scrum,No,A few times per week,80,5,6,0,3,Male,White or of European descent,25,58000
61815,Associate degree,6,NA,14,1,Moderately satisfied,4,JavaScript;PHP;HTML;CSS,MySQL,Node.js,Atom,2,NA,No,A few times per week,94,5,6,0,2,Male,White or of European descent,33,65000
84239,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"A business discipline (ex. accounting, finance, marketing)",404,1,Moderately satisfied,4,C#;JavaScript;SQL;HTML;CSS,SQL Server,Angular;Xamarin,Visual Studio,2,Agile;Kanban;Lean,Depends on what it is,A few times per week,88,5,6,2,4,Male,White or of European descent,32,59600
89848,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A business discipline (ex. accounting, finance, marketing)",38,1,Moderately satisfied,4,Go;JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;SQLite;Amazon DynamoDB;Memcached;Amazon Redshift;Amazon RDS/Aurora;Neo4j;Elasticsearch,Angular;Node.js;React,IPython / Jupyter;Sublime Text,2,Agile;Scrum,Depends on what it is,A few times per week,121,5,6,0,1,Male,White or of European descent,32,100300
60567,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",3539,12,Moderately satisfied,4,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Spring,Notepad++;Visual Studio,2,Agile;Kanban,No,A few times per week,89,5,6,0,4,Male,White or of European descent,26,35360
74496,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",2502,12,Moderately satisfied,4,C#;F#;Go;JavaScript;Python;SQL;HTML;Bash/Shell,SQL Server,.NET Core;TensorFlow,Visual Studio;Visual Studio Code,2,Agile;Extreme programming (XP);Kanban;Mob programming;Pair programming;Scrum,No,A few times per week,71,5,6,0,4,Male,Black or of African descent,25,130000
36147,"Other doctoral degree (Ph.D, Ed.D., etc.)",14,"A natural science (ex. biology, chemistry, physics)",17685,12,Moderately satisfied,4,C#;JavaScript;R;SQL;HTML;CSS,SQL Server,NA,RStudio;Visual Studio,2,Agile;Lean;Scrum,Depends on what it is,A few times per week,122,5,6,0,0,Male,White or of European descent,29,70000
97772,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",89,12,Moderately satisfied,4,C;C#;Clojure;F#;Go;JavaScript;PHP;SQL;TypeScript;Ocaml;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;PostgreSQL;Memcached;Amazon RDS/Aurora;Elasticsearch,Angular;.NET Core;Node.js;React,Atom;Emacs;IntelliJ;Visual Studio;Visual Studio Code,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Lean;Pair programming,No,A few times per week,69,5,6,7,0,Male,White or of European descent,42,75000
36528,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",9742,12,Moderately satisfied,4,Java;Kotlin;Bash/Shell,NA,NA,Android Studio;IntelliJ;Sublime Text,2,Agile,No,A few times per week,123,5,6,0,0,Male,White or of European descent,42,66000
60741,Associate degree,6,"Computer science, computer engineering, or software engineering",2059,15,Moderately satisfied,4,C#;JavaScript;PHP;SQL;TypeScript;VB.NET;HTML;CSS,SQL Server;MySQL,NA,Visual Studio;Visual Studio Code,2,NA,Depends on what it is,A few times per week,143,5,6,0,0,Male,White or of European descent,28,135000
34254,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"A natural science (ex. biology, chemistry, physics)",12734,15,Moderately satisfied,4,C++;C#;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL;Oracle;Elasticsearch,Angular;.NET Core;Node.js;Xamarin,PyCharm;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,2,Agile;Kanban;Mob programming;Pair programming;Scrum,No,A few times per week,139,5,6,7,3,Male,"Native American, Pacific Islander, or Indigenous Australian;White or of European descent",43,130000
74031,Associate degree,6,"Information systems, information technology, or system administration",347,15,Moderately satisfied,4,C#;F#;JavaScript;VB.NET;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,Vim;Visual Studio;Visual Studio Code,2,Agile;Pair programming;Scrum,No,A few times per week,120,5,6,0,5,Male,NA,34,111000
97463,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",198,15,Moderately satisfied,4,C#;Java;JavaScript;SQL;HTML;CSS,SQL Server;SQLite;Oracle,.NET Core;Node.js,Sublime Text;Visual Studio,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Scrum,Depends on what it is,A few times per week,64,5,6,2,0,Male,White or of European descent,32,52000
58228,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",580,15,Moderately satisfied,4,C#;JavaScript;SQL;HTML;CSS,SQL Server,NA,Android Studio;Visual Studio;Visual Studio Code,2,Agile;Kanban;Scrum,No,A few times per week,103,5,6,7,6,Male,White or of European descent,25,200000
96259,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",25,18,Moderately satisfied,4,Clojure;JavaScript;R;Kotlin;Bash/Shell,Redis;SQL Server;Amazon RDS/Aurora,Node.js,Emacs;IntelliJ;RStudio,2,Agile;Extreme programming (XP);Kanban;Pair programming;Scrum,No,A few times per week,137,5,6,0,5,Male,NA,25,78811
45284,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",1,18,Moderately satisfied,4,JavaScript;Objective-C;Python;Swift;HTML;CSS;Bash/Shell,MongoDB;PostgreSQL,Django;Node.js;React,Vim,2,Kanban,No,A few times per week,76,5,6,0,5,Male,East Asian,25,173000
84842,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A business discipline (ex. accounting, finance, marketing)",1,18,Moderately satisfied,4,JavaScript;Lua;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;SQLite;MariaDB;Memcached,Angular;Node.js,Sublime Text;TextMate,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Scrum,No,A few times per week,97,5,6,2,4,Male,White or of European descent,42,115000
62583,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",11155,21,Moderately satisfied,4,Go;Bash/Shell,Redis;SQLite,NA,Emacs,2,Agile;Scrum,No,A few times per week,81,5,6,0,4,Male,White or of European descent,32,82000
62222,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,Web development or web design,5308,21,Moderately satisfied,4,JavaScript;PHP;HTML;CSS;Bash/Shell,MySQL,Node.js,Atom,2,Agile;Scrum,No,A few times per week,88,5,6,0,6,Male,White or of European descent,37,115000
33583,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",616,21,Moderately satisfied,4,Go;SQL;Bash/Shell,Cassandra;Redis;MySQL;PostgreSQL;Amazon DynamoDB,NA,Vim,2,Agile;Extreme programming (XP);Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Lean;Pair programming;Scrum,No,A few times per week,102,5,6,7,5,Male,White or of European descent,34,57000
88273,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",2900,24,Moderately satisfied,4,C#;JavaScript;SQL;HTML;CSS,SQL Server,.NET Core,Notepad++;Visual Studio;Visual Studio Code,2,Agile;Scrum,No,A few times per week,67,5,6,2,0,Male,White or of European descent,32,110000
55807,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",3477,24,Moderately satisfied,4,Go;Java;JavaScript;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;Memcached,Node.js,IntelliJ;Vim,2,Agile;Pair programming;Scrum,No,A few times per week,144,5,6,2,5,Male,White or of European descent,61,150000
86880,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,NA,43,24,Moderately satisfied,4,C#;JavaScript;SQL;HTML;CSS,"SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core,Visual Studio,2,Agile,Depends on what it is,A few times per week,53,5,6,2,0,Male,White or of European descent,33,110000
87347,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",10642,27,Moderately satisfied,4,C++;C#;JavaScript;SQL;CSS,SQL Server;MySQL,.NET Core,Notepad++;Visual Studio,2,Agile,No,A few times per week,56,5,6,0,4,Male,White or of European descent,54,60000
47023,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,Mathematics or statistics,286,27,Moderately satisfied,4,JavaScript;Perl;Python;SQL;HTML;CSS,PostgreSQL,Angular;Django,Eclipse,2,NA,No,A few times per week,124,5,6,4,6,Male,White or of European descent,24,102000
59765,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",384,30,Moderately satisfied,4,C#;JavaScript;SQL;HTML;CSS,SQL Server,Angular,Notepad++;Visual Studio,2,Agile;Kanban,No,A few times per week,148,5,6,0,6,Male,White or of European descent,30,80000
39618,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,NA,58,30,Moderately satisfied,4,C#;Java;Bash/Shell,NA,.NET Core,IntelliJ;NetBeans;Notepad++;Visual Studio,2,Agile;Kanban,No,A few times per week,55,5,6,7,3,Male,White or of European descent,24,140000
42185,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",4358,3,Moderately satisfied,4,C;C#;Java;JavaScript;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;SQL Server,.NET Core;Node.js;React,Visual Studio;Visual Studio Code,2,Agile;Kanban;Pair programming;Scrum,No,A few times per week,59,5,6,0,6,Male,White or of European descent,27,120000
29867,Associate degree,6,"Computer science, computer engineering, or software engineering",11,3,Moderately satisfied,4,C++;C#;Java;JavaScript;SQL;VB.NET;HTML;CSS,"SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",.NET Core;Xamarin,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Visual Studio;Visual Studio Code;Xcode,2,NA,Depends on what it is,A few times per week,116,5,6,0,3,Male,White or of European descent,46,125000
34303,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A humanities discipline (ex. literature, history, philosophy)",382,3,Moderately satisfied,4,C#;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server,Angular,Visual Studio;Visual Studio Code,2,Agile,No,A few times per week,53,5,6,2,2,Male,White or of European descent,47,48000
17813,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,"Computer science, computer engineering, or software engineering",853,3,Moderately satisfied,4,C;C++;Haskell;Java;Lua;Perl;Python;Rust;Bash/Shell,Cassandra;Redis,NA,Vim;Visual Studio Code,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Lean;Scrum,Depends on what it is,A few times per week,141,5,6,0,4,Male,"Black or of African descent;Native American, Pacific Islander, or Indigenous Australian;White or of European descent",26,42636
6859,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",4211,6,Moderately satisfied,4,C++;JavaScript;SQL;VBA;VB.NET;HTML;CSS,SQL Server;Oracle,NA,Visual Studio,2,Agile;Extreme programming (XP);Pair programming,Depends on what it is,A few times per week,129,5,6,0,2,Male,White or of European descent,28,70000
93970,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",74,6,Moderately satisfied,4,C++;C#;Go;JavaScript;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server,Angular;.NET Core;Node.js,Vim;Visual Studio;Visual Studio Code,2,NA,No,A few times per week,101,5,6,7,0,Male,NA,53,125000
1061,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",6070,6,Moderately satisfied,4,Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;SQLite;Amazon DynamoDB;Memcached,Angular;Node.js,IntelliJ;IPython / Jupyter;Sublime Text;Vim,2,Agile;Kanban;Scrum,No,A few times per week,137,5,6,0,4,Male,White or of European descent,45,156000
92857,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",1841,9,Moderately satisfied,4,C#;Groovy;Java;JavaScript;TypeScript;HTML;CSS;Bash/Shell,SQL Server,Angular;.NET Core;Node.js,IntelliJ;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,2,Agile;Kanban;Pair programming;Scrum,No,A few times per week,85,5,6,7,4,Male,White or of European descent,55,182500
77246,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",2005,9,Moderately satisfied,4,JavaScript;TypeScript;HTML;CSS,MongoDB;SQL Server,Angular;Node.js;Cordova,Notepad++;Visual Studio Code,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Scrum,No,A few times per week,74,5,6,0,6,Male,White or of European descent,46,160000
65147,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Fine arts or performing arts (ex. graphic design, music, studio art)",841,9,Moderately satisfied,4,CoffeeScript;Erlang;JavaScript;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,Redis;SQL Server;PostgreSQL,React,Atom;Coda;Visual Studio Code,2,Agile;Kanban;Pair programming;Scrum,No,A few times per week,92,5,6,0,7,Male,White or of European descent,25,113000
27702,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",897,24,Neither satisfied nor dissatisfied,3,Groovy;Java;SQL;Bash/Shell,Cassandra;PostgreSQL;Oracle,Spring,Atom;IntelliJ;Sublime Text;Vim,2,Agile;Extreme programming (XP);Kanban;Scrum,No,A few times per week,65,5,6,2,4,Male,White or of European descent,27,115000
21685,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Information systems, information technology, or system administration",374,3,Neither satisfied nor dissatisfied,3,C++;C#;Groovy;Java;JavaScript;Objective-C;SQL;Swift;HTML;CSS,MySQL;PostgreSQL,Spring,Android Studio;Eclipse;Xcode,2,Agile;Scrum,Depends on what it is,A few times per week,82,5,6,0,5,Male,White or of European descent,31,106000
799,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"A humanities discipline (ex. literature, history, philosophy)",4048,1,Slightly dissatisfied,2,C#;Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL,Angular;.NET Core;Node.js;React;Spring,Atom;Notepad++;Visual Studio,2,Agile;Scrum,Depends on what it is,A few times per week,57,5,6,7,2,Male,White or of European descent,33,66000
97467,"Professional degree (JD, MD, etc.)",11,"A social science (ex. anthropology, psychology, political science)",108,15,Slightly dissatisfied,2,JavaScript;Ruby;HTML;CSS;Bash/Shell,NA,Node.js;React,Sublime Text,2,Agile;Kanban;Pair programming;Scrum,No,A few times per week,94,5,6,2,7,Male,White or of European descent,33,225000
28387,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",9774,15,Slightly dissatisfied,2,C#;Java,SQL Server,NA,IntelliJ;Visual Studio;Visual Studio Code,2,Agile;Pair programming,No,A few times per week,129,5,6,0,5,Female,Hispanic or Latino/Latina;White or of European descent,31,90000
71091,Associate degree,6,Web development or web design,717,15,Slightly dissatisfied,2,SQL;VBA;Visual Basic 6,SQL Server,NA,Notepad++;Visual Studio,2,Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies),No,A few times per week,119,5,6,2,0,Male,Black or of African descent,22,80000
87806,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",714,18,Slightly dissatisfied,2,Groovy;Java;Scala;SQL,Redis;SQL Server;MySQL;Oracle;Amazon DynamoDB;Amazon RDS/Aurora,Spring,IntelliJ,2,Agile;Extreme programming (XP);Kanban;Pair programming,No,A few times per week,93,5,6,0,5,Male,White or of European descent,43,101500
36013,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,NA,6,18,Slightly dissatisfied,2,JavaScript;PHP;SQL;HTML;CSS,MongoDB;Redis;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Google Cloud Storage,Node.js,Sublime Text,2,NA,Depends on what it is,A few times per week,68,5,6,7,0,Male,White or of European descent,44,110000
14735,Some college/university study without earning a degree,5,I never declared a major,488,24,Slightly dissatisfied,2,C#;F#;Go;JavaScript;SQL;TypeScript;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,Visual Studio;Visual Studio Code,2,Agile;Formal standard such as ISO 9001 or IEEE 12207 (aka â€œwaterfallâ€ methodologies);Kanban;Scrum,No,A few times per week,107,5,6,7,7,Male,NA,44,125000
97255,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Another engineering discipline (ex. civil, electrical, mechanical)",4502,30,Slightly dissatisfied,2,C++;Objective-C;Swift,NA,NA,Xcode,2,Agile;Kanban;Lean;Pair programming;Scrum,No,A few times per week,149,5,6,0,5,Male,White or of European descent,40,61000
14373,Some college/university study without earning a degree,5,"Computer science, computer engineering, or software engineering",20,6,Slightly dissatisfied,2,Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;Memcached,Angular;Django;React,Atom;IntelliJ;IPython / Jupyter;PyCharm,2,Agile;Kanban;Scrum,Depends on what it is,A few times per week,85,5,6,2,2,Male,White or of European descent,27,120000
18399,"Bachelorâ€™s degree (BA, BS, B.Eng., etc.)",8,"Computer science, computer engineering, or software engineering",11353,6,Slightly dissatisfied,2,C;Java;Perl;Python;SQL;Bash/Shell,MySQL;PostgreSQL;SQLite;Oracle;Amazon DynamoDB;Amazon Redshift,Spring,Android Studio;IntelliJ;Sublime Text;Vim,2,Agile;Kanban;Scrum,No,A few times per week,61,5,6,0,4,Male,White or of European descent,54,180000
47889,"Masterâ€™s degree (MA, MS, M.Eng., MBA, etc.)",10,Mathematics or statistics,465,6,Slightly dissatisfied,2,Java;JavaScript;Python;Ruby;SQL;HTML;CSS;Bash/Shell,Oracle,NA,Atom;Sublime Text;Vim,2,Agile;Scrum,No,A few times per week,121,5,6,0,7,NA,White or of European descent,56,100000
